РК;Аптека;Код АП;Товар;Штрих;Серия;срок годности;Номер;Дата;Дата ввода КИЗа;Статус;SGTIN;Код ошибки;Ошибка;Схема;Номер поставщика;Дата поставщика;Поставщик;Ошибка КИЗа;Задвоение;Интернет-заказ;Продажа;GSPO;Комментарий ГСПО;Уникальный код;MD аптеки;MD поставщика;Start;PUT;VER;Size;ГИС МТ
" Воронеж_ООО ""Ригла"" "; врнАпт 128 ; 44863 ; Индапамид-ретард таб.п/о 1,5мг №30 ; 2001283383352 ; 030324 ;31.03.2026; 31128/ПН-00014467 ;10.10.2024;10.10.2024; HOLD ; 046064860034650000002775103 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315700282-001 ;10.10.2024; Филиал Протек 42, Курск, Воронеж ; OK ; OK ; protek.ru/42565960 ; OK ; NULL ;нет дополнительной информации; 3E32383E-80CB-4AE2-AAD9-B40E9F53C51D ; 00000000237666 ; 00000000000397 ; 2024-10-11 04:49:40.750 ; 31A-0128SRV.apt.rigla.ru,8703 -d Rigla_31128 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Воронеж_ООО ""Ригла"" "; врнАпт 128 ; 125080 ; Ксилен капли наз. 0.1% фл.-кап. 20мл №4 ; 2001283383376 ; 720824 ;31.08.2027; 31128/ПН-00014467 ;10.10.2024;10.10.2024; HOLD ; 046050950120801926120323091 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315700282-001 ;10.10.2024; Филиал Протек 42, Курск, Воронеж ; OK ; OK ; protek.ru/42565960 ; OK ; NULL ;нет дополнительной информации; 597A7AE5-139C-486A-866E-2A880430BCF2 ; 00000000237666 ; 00000000000397 ; 2024-10-11 04:49:40.750 ; 31A-0128SRV.apt.rigla.ru,8703 -d Rigla_31128 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Воронеж_ООО ""Ригла"" "; врнАпт 128 ; 4998514 ; Ксилометазолин спрей наз. Эвкалипт 0,1% фл. 15мл ; 2001283383383 ; 210424 ;31.03.2026; 31128/ПН-00014467 ;10.10.2024;10.10.2024; HOLD ; 0463001511282300000DUKND4WP ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315700282-001 ;10.10.2024; Филиал Протек 42, Курск, Воронеж ; OK ; OK ; protek.ru/42565960 ; OK ; NULL ;нет дополнительной информации; B3BA5829-D3CE-43B8-B356-52A2A22F4323 ; 00000000237666 ; 00000000000397 ; 2024-10-11 04:49:40.750 ; 31A-0128SRV.apt.rigla.ru,8703 -d Rigla_31128 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Воронеж_ООО ""Ригла"" "; врнАпт   6 ; 99543 ; Вальсакор таб.п/о 80мг №30 ; 2002064807838 ; 34790424 ;30.04.2029; 36006/ПН-00049434 ;10.10.2024;10.10.2024; HOLD ; 0461001770254300JTVFHNVTYFX ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315772783-001 ;10.10.2024; Протек-15, Воронеж ; OK ; OK ; protek.ru/42582203 ; OK ; NULL ;нет дополнительной информации; 58AB650B-411B-4BA5-9E58-59D41524D253 ; 00000000283804 ; 00000000000397 ; 2024-10-11 04:49:46.577 ; 36A-0006SRV.apt.rigla.ru,8703 -d rigla_36006 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Воронеж_ООО ""Ригла"" "; врнАпт   6 ; 138053 ; Пикамилон таб. 50мг №90 ; 2002064807852 ; 260524 ;01.06.2027; 36006/ПН-00049434 ;10.10.2024;10.10.2024; HOLD ; 04601808015775AvfBrEkLl3PBR ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315772783-001 ;10.10.2024; Протек-15, Воронеж ; OK ; OK ; protek.ru/42582203 ; OK ; NULL ;нет дополнительной информации; 8EFBF1E7-CD79-4E55-AE61-948BE6111E2A ; 00000000283804 ; 00000000000397 ; 2024-10-11 04:49:46.577 ; 36A-0006SRV.apt.rigla.ru,8703 -d rigla_36006 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Воронеж_ООО ""Ригла"" "; врнАпт   6 ; 100077 ; Индапамид ретард-Тева таб.п/о плен.пролонг. 1,5мг №30 ; 2002064807845 ; B60102A ;30.04.2026; 36006/ПН-00049434 ;10.10.2024;10.10.2024; HOLD ; 040300961242251018350786410 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315772783-001 ;10.10.2024; Протек-15, Воронеж ; OK ; OK ; protek.ru/42582203 ; OK ; NULL ;нет дополнительной информации; EAC6A970-B73D-4C88-81F7-BC88345566D3 ; 00000000283804 ; 00000000000397 ; 2024-10-11 04:49:46.577 ; 36A-0006SRV.apt.rigla.ru,8703 -d rigla_36006 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Воронеж_ООО ""Ригла"" "; врнАпт   6 ; 4992835 ; Розувастатин-Виал таб.п/о плен. 10мг №30 ; 2002064807869 ; RVT-240301 ;28.02.2027; 36006/ПН-00049434 ;10.10.2024;10.10.2024; HOLD ; 089017830100903pqH11ZdvjjTw ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315772783-001 ;10.10.2024; Протек-15, Воронеж ; OK ; OK ; protek.ru/42582203 ; OK ; NULL ;нет дополнительной информации; 89F698A5-012F-4231-957F-7DD73CFF1B44 ; 00000000283804 ; 00000000000397 ; 2024-10-11 04:49:46.577 ; 36A-0006SRV.apt.rigla.ru,8703 -d rigla_36006 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Воронеж_ООО ""Ригла"" "; врнАпт  53 ; 101921 ; Аминазин таб.п/о плен. 50мг №10 ; 2000539112401 ; 1620824 ;31.08.2027; 36053/ПН-00039522 ;10.10.2024;10.10.2024; HOLD ; 046021930118301112jsNeJCcnC ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315799776-001 ;10.10.2024; Протек-15, Воронеж ; OK ; OK ; protek.ru/42597189 ; OK ; NULL ;нет дополнительной информации; B48F09E5-201B-40DB-BE5F-05956EF0BEB8 ; 00000000286907 ; 00000000000397 ; 2024-10-11 04:56:09.287 ; 36A-0053SRV.apt.rigla.ru,8703 -d Rigla_36053 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Воронеж_ООО ""Ригла"" "; врнАпт  53 ; 101921 ; Аминазин таб.п/о плен. 50мг №10 ; 2000539112401 ; 1620824 ;31.08.2027; 36053/ПН-00039522 ;10.10.2024;10.10.2024; HOLD ; 046021930118301112J289Pen1n ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315799776-001 ;10.10.2024; Протек-15, Воронеж ; OK ; OK ; protek.ru/42597189 ; OK ; NULL ;нет дополнительной информации; 6F6F957A-BF7F-47C4-A7ED-0E3AD9DF7B7A ; 00000000286907 ; 00000000000397 ; 2024-10-11 04:56:09.287 ; 36A-0053SRV.apt.rigla.ru,8703 -d Rigla_36053 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Воронеж_ООО ""Ригла"" "; врнАпт  53 ; 101921 ; Аминазин таб.п/о плен. 50мг №10 ; 2000539112401 ; 1620824 ;31.08.2027; 36053/ПН-00039522 ;10.10.2024;10.10.2024; HOLD ; 046021930118301112PV6eKpbm4 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315799776-001 ;10.10.2024; Протек-15, Воронеж ; OK ; OK ; protek.ru/42597189 ; OK ; NULL ;нет дополнительной информации; D091DAD1-B7F7-4A45-BE22-6BE08941E956 ; 00000000286907 ; 00000000000397 ; 2024-10-11 04:56:09.287 ; 36A-0053SRV.apt.rigla.ru,8703 -d Rigla_36053 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Воронеж_ООО ""Ригла"" "; врнАпт  53 ; 101921 ; Аминазин таб.п/о плен. 50мг №10 ; 2000539112401 ; 1620824 ;31.08.2027; 36053/ПН-00039522 ;10.10.2024;10.10.2024; HOLD ; 046021930118301112yFM93Fme5 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315799776-001 ;10.10.2024; Протек-15, Воронеж ; OK ; OK ; protek.ru/42597189 ; OK ; NULL ;нет дополнительной информации; 18513A67-3C17-406E-AB51-7B9E2F624B49 ; 00000000286907 ; 00000000000397 ; 2024-10-11 04:56:09.287 ; 36A-0053SRV.apt.rigla.ru,8703 -d Rigla_36053 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Воронеж_ООО ""Ригла"" "; врнАпт  53 ; 101921 ; Аминазин таб.п/о плен. 50мг №10 ; 2000539112401 ; 1620824 ;31.08.2027; 36053/ПН-00039522 ;10.10.2024;10.10.2024; HOLD ; 046021930118301112KjDZFdkXJ ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315799776-001 ;10.10.2024; Протек-15, Воронеж ; OK ; OK ; protek.ru/42597189 ; OK ; NULL ;нет дополнительной информации; 505C8A2A-2252-4FF2-B92B-8BCFF4451A0C ; 00000000286907 ; 00000000000397 ; 2024-10-11 04:56:09.287 ; 36A-0053SRV.apt.rigla.ru,8703 -d Rigla_36053 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Воронеж_ООО ""Ригла"" "; врнАпт 107 ; 3032726 ; Пульмикорт сусп.для ингал. 0,5мг/мл 2мл №20 ; 2001074563420 ; PEXK ;31.03.2026; 36107/ПН-00022732 ;10.10.2024;10.10.2024; HOLD ; 050004560224461888342089595 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315800188-001 ;10.10.2024; Протек-15, Воронеж ; OK ; OK ; protek.ru/42597422 ; OK ; NULL ;нет дополнительной информации; AC181232-A5C5-4685-AEEA-013A824D0D77 ; 00000000323078 ; 00000000000397 ; 2024-10-11 04:52:55.583 ; 36A-0107SRV.apt.rigla.ru,8703 -d Rigla_36107 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Воронеж_ООО ""Ригла"" "; врнАпт 107 ; 105558 ; Толперизон таб.п/о плен. 150мг №30 ; 2001074563390 ; 040724 ;30.06.2027; 36107/ПН-00022731 ;10.10.2024;10.10.2024; HOLD ; 0463001511253300000G5VH9133 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315792138-001 ;10.10.2024; Протек-15, Воронеж ; OK ; OK ; protek.ru/42591353 ; OK ; NULL ;нет дополнительной информации; A7227577-84FB-4750-9141-0609BE4E662C ; 00000000323078 ; 00000000000397 ; 2024-10-11 04:52:55.430 ; 36A-0107SRV.apt.rigla.ru,8703 -d Rigla_36107 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Воронеж_ООО ""Ригла"" "; врнАпт 107 ; 45005 ; Престанс с дозатором таб. 5мг Амлодипин+10мг Периндоприл №30 ; 2001074563437 ; 0790524 ;30.04.2027; 36107/ПН-00022733 ;10.10.2024;10.10.2024; HOLD ; 04607159864369DNRCYETYMKADN ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315821634-001 ;10.10.2024; Протек-15, Воронеж ; OK ; OK ; protek.ru/42601227 ; OK ; NULL ;нет дополнительной информации; 7E1DD2D6-5AF4-478F-8C4F-09336C369C98 ; 00000000323078 ; 00000000000397 ; 2024-10-11 04:52:55.600 ; 36A-0107SRV.apt.rigla.ru,8703 -d Rigla_36107 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Воронеж_ООО ""Ригла"" "; врнАпт 107 ; 45069 ; Натрия тетраборат в глицерине р-р д/местн.прим. 20% 30мл ; 2001074563383 ; 160923 ;31.08.2026; 36107/ПН-00022731 ;10.10.2024;10.10.2024; HOLD ; 046033800009652304200000CYV ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315792138-001 ;10.10.2024; Протек-15, Воронеж ; OK ; OK ; protek.ru/42591353 ; OK ; NULL ;нет дополнительной информации; 79411179-80A2-4159-8130-2811BD709366 ; 00000000323078 ; 00000000000397 ; 2024-10-11 04:52:55.430 ; 36A-0107SRV.apt.rigla.ru,8703 -d Rigla_36107 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Воронеж_ООО ""Ригла"" "; врнАпт 107 ; 45069 ; Натрия тетраборат в глицерине р-р д/местн.прим. 20% 30мл ; 2001074563383 ; 160923 ;31.08.2026; 36107/ПН-00022731 ;10.10.2024;10.10.2024; HOLD ; 046033800009652304200000CYO ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315792138-001 ;10.10.2024; Протек-15, Воронеж ; OK ; OK ; protek.ru/42591353 ; OK ; NULL ;нет дополнительной информации; B18F68CE-16AA-4E13-A899-F8D9E5D53BF5 ; 00000000323078 ; 00000000000397 ; 2024-10-11 04:52:55.430 ; 36A-0107SRV.apt.rigla.ru,8703 -d Rigla_36107 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Воронеж_ООО ""Ригла"" "; врнАпт 146 ; 100292 ; Гексорал табс Экстра лимон таб. для рассасыв. №16 ; 2001462881228 ; KRN23003 ;30.06.2027; 36146/ПН-00015355 ;10.10.2024;10.10.2024; HOLD ; 089010862611203190031123779 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315793572-001 ;10.10.2024; Протек-15, Воронеж ; OK ; OK ; protek.ru/42592529 ; OK ; NULL ;нет дополнительной информации; D92912ED-3BB1-456A-83AC-16B9D7EB1108 ; 00000000255009 ; 00000000000397 ; 2024-10-11 04:52:33.943 ; 36A-0146SRV.apt.rigla.ru,8703 -d Rigla_36146 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Воронеж_ООО ""Ригла"" "; врнАпт 146 ; 100292 ; Гексорал табс Экстра лимон таб. для рассасыв. №16 ; 2001462881228 ; KRN23003 ;30.06.2027; 36146/ПН-00015355 ;10.10.2024;10.10.2024; HOLD ; 089010862611203190080584117 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315793572-001 ;10.10.2024; Протек-15, Воронеж ; OK ; OK ; protek.ru/42592529 ; OK ; NULL ;нет дополнительной информации; 6E8F18A5-17A2-408D-8319-842492030CBB ; 00000000255009 ; 00000000000397 ; 2024-10-11 04:52:33.943 ; 36A-0146SRV.apt.rigla.ru,8703 -d Rigla_36146 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Воронеж_ООО ""Ригла"" "; врнАпт 192 ; 123930 ; Эксенза спрей наз.дозированный 0,0025/доза 20доз ; 2001921498417 ; 140724 ;30.06.2026; 57192/ПН-00005992 ;10.10.2024;10.10.2024; HOLD ; 04607068361607H0LiiC6huyWzz ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 315889415-001 ;10.10.2024; Протек-32, Орел (для Воронежа) ; OK ; OK ; protek.ru/42617968 ; OK ; NULL ;нет дополнительной информации; C743BCAF-CD69-4BB4-AAC0-17B597F0C5EB ; 00000000523924 ; 00000000000397 ; 2024-10-11 04:52:51.980 ; 57A-0192SRV.apt.rigla.ru,8703 -d Rigla_57192 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Тверь_ООО ""Ригла"" "; ярсАпт  430 ; 44819 ; Калия перманганат пор. 3г ; 2000301564131 ; 10124 ;01.12.2028; 69030/ПН-00052114 ;09.10.2024;27.09.2024; HOLD ; 04604060005454458149BHBTX90 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 7623820 ;27.09.2024; Авеста Фармацевтика, Тверь ; OK ; OK ; NULL ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; D4B4F9F3-C0B8-4662-A5B1-6C573DFD937A ; 00000000139665 ; 00000000143641 ; 2024-10-11 04:52:50.547 ; 69A-0430SRV.apt.rigla.ru,8703 -d Rigla_69430 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Тверь_ООО ""Ригла"" "; ярсАпт  430 ; 44819 ; Калия перманганат пор. 3г ; 2000301572662 ; 10124 ;01.12.2028; 69030/ПН-00052193 ;09.10.2024;01.10.2024; HOLD ; 0460406000545445M4P978XH687 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 7679770 ;01.10.2024; Авеста Фармацевтика, Тверь ; OK ; OK ; NULL ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; 82936A98-46B9-43E9-8386-ADCACACE1DF1 ; 00000000139665 ; 00000000143641 ; 2024-10-11 04:52:50.470 ; 69A-0430SRV.apt.rigla.ru,8703 -d Rigla_69430 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Тверь_ООО ""Ригла"" "; ярсАпт  430 ; 44819 ; Калия перманганат пор. 3г ; 2000301572662 ; 10124 ;01.12.2028; 69030/ПН-00052193 ;09.10.2024;01.10.2024; HOLD ; 04604060005454455A95BTT05A7 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; 7679770 ;01.10.2024; Авеста Фармацевтика, Тверь ; OK ; OK ; NULL ; OK ; 77 ;не закачивается уведомление в ефарму, так как дата прихода отличается от даты накладной более 5 суток; 6CB0CCC6-BDA6-44E3-B981-BDF3EDE45ABE ; 00000000139665 ; 00000000143641 ; 2024-10-11 04:52:50.470 ; 69A-0430SRV.apt.rigla.ru,8703 -d Rigla_69430 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ярославль_ООО ""Ригла"" "; ярсАпт25211 ; 49977 ; Калия перманганат Реневал пор. 5г ; 2002113215324 ; 11223 ;01.11.2028; 69211/ПН-00011166 ;08.10.2024;08.10.2024; HOLD ; 04603988013206F0F05K5329F00 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; ЯРС01751812 ;07.10.2024; Пульс Ярославль, ООО ; OK ; OK ; NULL ; OK ; 70 ;уведомление 601 есть, но в этом уведомлении нет нужного SGTIN; F86246BB-CCDD-4A5D-98E8-086D79E2BF31 ; 00000000462138 ; 00000000177965 ; 2024-10-11 05:07:17.050 ; 69A-25211SRV.apt.rigla.ru,8703 -d Rigla_25211 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ярославль_ООО ""Ригла"" "; ярсАпт25211 ; 49977 ; Калия перманганат Реневал пор. 5г ; 2002113215324 ; 11223 ;01.11.2028; 69211/ПН-00011166 ;08.10.2024;08.10.2024; HOLD ; 04603988013206K0FC5K5267KCK ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; ЯРС01751812 ;07.10.2024; Пульс Ярославль, ООО ; OK ; OK ; NULL ; OK ; 70 ;уведомление 601 есть, но в этом уведомлении нет нужного SGTIN; EAD28EEE-47BE-4C7B-937C-1A17872B8B64 ; 00000000462138 ; 00000000177965 ; 2024-10-11 05:07:17.050 ; 69A-25211SRV.apt.rigla.ru,8703 -d Rigla_25211 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ярославль_ООО ""Ригла"" "; ярсАпт25211 ; 49977 ; Калия перманганат Реневал пор. 5г ; 2002113215324 ; 11223 ;01.11.2028; 69211/ПН-00011166 ;08.10.2024;08.10.2024; HOLD ; 04603988013206C0F45K5DABC40 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; ЯРС01751812 ;07.10.2024; Пульс Ярославль, ООО ; OK ; OK ; NULL ; OK ; 70 ;уведомление 601 есть, но в этом уведомлении нет нужного SGTIN; B643CCBA-C01B-46BA-92EE-1FC61487FD52 ; 00000000462138 ; 00000000177965 ; 2024-10-11 05:07:17.050 ; 69A-25211SRV.apt.rigla.ru,8703 -d Rigla_25211 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ярославль_ООО ""Ригла"" "; ярсАпт25211 ; 49977 ; Калия перманганат Реневал пор. 5г ; 2002113215324 ; 11223 ;01.11.2028; 69211/ПН-00011166 ;08.10.2024;08.10.2024; HOLD ; 04603988013206B0F75K5BE8B72 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; ЯРС01751812 ;07.10.2024; Пульс Ярославль, ООО ; OK ; OK ; NULL ; OK ; 70 ;уведомление 601 есть, но в этом уведомлении нет нужного SGTIN; 135995C1-64CC-4A6D-91B7-3746FFC20FCB ; 00000000462138 ; 00000000177965 ; 2024-10-11 05:07:17.050 ; 69A-25211SRV.apt.rigla.ru,8703 -d Rigla_25211 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ярославль_ООО ""Ригла"" "; ярсАпт25211 ; 49977 ; Калия перманганат Реневал пор. 5г ; 2002113215324 ; 11223 ;01.11.2028; 69211/ПН-00011166 ;08.10.2024;08.10.2024; HOLD ; 0460398801320650FG5K5BFF5GG ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; ЯРС01751812 ;07.10.2024; Пульс Ярославль, ООО ; OK ; OK ; NULL ; OK ; 70 ;уведомление 601 есть, но в этом уведомлении нет нужного SGTIN; 8B670D6E-A2F3-4B11-82A6-37E5238E02AB ; 00000000462138 ; 00000000177965 ; 2024-10-11 05:07:17.050 ; 69A-25211SRV.apt.rigla.ru,8703 -d Rigla_25211 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ярославль_ООО ""Ригла"" "; ярсАпт25211 ; 49977 ; Калия перманганат Реневал пор. 5г ; 2002113215324 ; 11223 ;01.11.2028; 69211/ПН-00011166 ;08.10.2024;08.10.2024; HOLD ; 04603988013206D0F35K5693D32 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; ЯРС01751812 ;07.10.2024; Пульс Ярославль, ООО ; OK ; OK ; NULL ; OK ; 70 ;уведомление 601 есть, но в этом уведомлении нет нужного SGTIN; 8347327B-A51A-482E-9D4E-3D02E69608F2 ; 00000000462138 ; 00000000177965 ; 2024-10-11 05:07:17.050 ; 69A-25211SRV.apt.rigla.ru,8703 -d Rigla_25211 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ярославль_ООО ""Ригла"" "; ярсАпт25211 ; 49977 ; Калия перманганат Реневал пор. 5г ; 2002113215324 ; 11223 ;01.11.2028; 69211/ПН-00011166 ;08.10.2024;08.10.2024; HOLD ; 04603988013206H0FD5K5BHEHDA ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; ЯРС01751812 ;07.10.2024; Пульс Ярославль, ООО ; OK ; OK ; NULL ; OK ; 70 ;уведомление 601 есть, но в этом уведомлении нет нужного SGTIN; 831EE439-11C5-443B-ABF4-A559EFEB6036 ; 00000000462138 ; 00000000177965 ; 2024-10-11 05:07:17.050 ; 69A-25211SRV.apt.rigla.ru,8703 -d Rigla_25211 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ярославль_ООО ""Ригла"" "; ярсАпт25211 ; 49977 ; Калия перманганат Реневал пор. 5г ; 2002113215324 ; 11223 ;01.11.2028; 69211/ПН-00011166 ;08.10.2024;08.10.2024; HOLD ; 04603988013206J0FL5K5614JL2 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; ЯРС01751812 ;07.10.2024; Пульс Ярославль, ООО ; OK ; OK ; NULL ; OK ; 70 ;уведомление 601 есть, но в этом уведомлении нет нужного SGTIN; 29D16029-F6CE-4BB1-9FFC-CC220D7F366A ; 00000000462138 ; 00000000177965 ; 2024-10-11 05:07:17.050 ; 69A-25211SRV.apt.rigla.ru,8703 -d Rigla_25211 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ярославль_ООО ""Ригла"" "; ярсАпт25211 ; 49977 ; Калия перманганат Реневал пор. 5г ; 2002113215324 ; 11223 ;01.11.2028; 69211/ПН-00011166 ;08.10.2024;08.10.2024; HOLD ; 04603988013206G0FC5K51JAGCG ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; ЯРС01751812 ;07.10.2024; Пульс Ярославль, ООО ; OK ; OK ; NULL ; OK ; 70 ;уведомление 601 есть, но в этом уведомлении нет нужного SGTIN; CEF7EFAC-47E0-44FC-B461-DD542432D2C4 ; 00000000462138 ; 00000000177965 ; 2024-10-11 05:07:17.050 ; 69A-25211SRV.apt.rigla.ru,8703 -d Rigla_25211 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ярославль_ООО ""Ригла"" "; ярсАпт25211 ; 49977 ; Калия перманганат Реневал пор. 5г ; 2002113215324 ; 11223 ;01.11.2028; 69211/ПН-00011166 ;08.10.2024;08.10.2024; HOLD ; 04603988013206L0F85K5D5KL84 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; ЯРС01751812 ;07.10.2024; Пульс Ярославль, ООО ; OK ; OK ; NULL ; OK ; 70 ;уведомление 601 есть, но в этом уведомлении нет нужного SGTIN; D94AC67E-E0E7-4EFE-91D2-F94BE80F17A3 ; 00000000462138 ; 00000000177965 ; 2024-10-11 05:07:17.050 ; 69A-25211SRV.apt.rigla.ru,8703 -d Rigla_25211 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ярославль_ООО ""Ригла"" "; ярсАпт25211 ; 49977 ; Калия перманганат Реневал пор. 5г ; 2002113215324 ; 11223 ;01.11.2028; 69211/ПН-00011166 ;08.10.2024;08.10.2024; HOLD ; 04603988013206G0FG5K55CIGG8 ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; ЯРС01751812 ;07.10.2024; Пульс Ярославль, ООО ; OK ; OK ; NULL ; OK ; 70 ;уведомление 601 есть, но в этом уведомлении нет нужного SGTIN; F1027E41-173D-455C-A91B-38F2AFA8C1CB ; 00000000462138 ; 00000000177965 ; 2024-10-11 05:07:17.050 ; 69A-25211SRV.apt.rigla.ru,8703 -d Rigla_25211 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ярославль_ООО ""Ригла"" "; ярсАпт25211 ; 49977 ; Калия перманганат Реневал пор. 5г ; 2002113215324 ; 11223 ;01.11.2028; 69211/ПН-00011166 ;08.10.2024;08.10.2024; HOLD ; 04603988013206J0F45K5BCAJ4C ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; ЯРС01751812 ;07.10.2024; Пульс Ярославль, ООО ; OK ; OK ; NULL ; OK ; 70 ;уведомление 601 есть, но в этом уведомлении нет нужного SGTIN; 2DC3C23D-EC66-46C5-AB4A-570D124CE787 ; 00000000462138 ; 00000000177965 ; 2024-10-11 05:07:17.050 ; 69A-25211SRV.apt.rigla.ru,8703 -d Rigla_25211 -U sa -P efarma2 ; 29 ; ЛС ; NULL
" Ярославль_ООО ""Ригла"" "; ярсАпт25211 ; 49977 ; Калия перманганат Реневал пор. 5г ; 2002113215324 ; 11223 ;01.11.2028; 69211/ПН-00011166 ;08.10.2024;08.10.2024; HOLD ; 04603988013206L0FJ5K54AFLJA ; -1 ; Во входящих документах не обнаружено подтверждение КИЗ ; 701 ; ЯРС01751812 ;07.10.2024; Пульс Ярославль, ООО ; OK ; OK ; NULL ; OK ; 70 ;уведомление 601 есть, но в этом уведомлении нет нужного SGTIN; D3F92DFF-AD86-41BB-903E-590EB3896239 ; 00000000462138 ; 00000000177965 ; 2024-10-11 05:07:17.050 ; 69A-25211SRV.apt.rigla.ru,8703 -d Rigla_25211 -U sa -P efarma2 ; 29 ; ЛС ; NULL
